date,precipitacao_mm,temp_media_c,umidade_pct
2023-06-27,19.2,24.3,87
2023-06-28,6.7,24.4,86
2023-06-29,10.6,24.6,87
2023-06-30,35.5,24.1,89
2023-07-01,3.4,24.5,86
2023-07-02,4.6,23.8,90
2023-07-03,3.8,24.5,85
2023-07-04,2.6,24.7,79
2023-07-05,7.4,24.5,81
2023-07-06,11.9,24.2,88
2023-07-07,27.6,23.6,91
2023-07-08,4.6,24.7,87
2023-07-09,4.1,25.1,80
2023-07-10,0.1,25.4,76
2023-07-11,1.1,24.7,81
2023-07-12,2.2,24.8,81
2023-07-13,1.1,24.3,84
2023-07-14,0.0,25.2,81
2023-07-15,2.3,25.0,84
2023-07-16,2.1,24.0,85
2023-07-17,1.3,24.4,81
2023-07-18,4.3,24.7,80
2023-07-19,4.7,24.7,80
2023-07-20,1.9,25.0,72
2023-07-21,1.7,24.9,72
2023-07-22,7.2,23.8,81
2023-07-23,2.5,24.8,73
2023-07-24,2.9,24.0,82
2023-07-25,3.2,24.5,78
2023-07-26,1.5,25.0,79
2023-07-27,3.5,24.3,86
2023-07-28,3.9,25.1,80
2023-07-29,1.6,24.6,84
2023-07-30,1.4,24.7,84
2023-07-31,0.2,24.3,80
2023-08-01,0.4,24.3,82
2023-08-02,6.7,24.5,86
2023-08-03,4.2,24.8,77
2023-08-04,0.2,24.0,75
2023-08-05,0.8,24.1,80
2023-08-06,6.4,24.9,81
2023-08-07,6.1,24.9,80
2023-08-08,6.1,24.5,84
2023-08-09,0.1,25.2,74
2023-08-10,2.2,24.3,79
2023-08-11,6.9,24.6,77
2023-08-12,1.8,23.9,81
2023-08-13,3.8,23.7,82
2023-08-14,8.9,23.7,82
2023-08-15,1.7,24.8,72
2023-08-16,3.8,24.8,75
2023-08-17,5.3,24.7,79
2023-08-18,6.3,24.4,82
2023-08-19,16.5,24.2,86
2023-08-20,6.9,24.3,87
2023-08-21,4.1,25.3,83
2023-08-22,1.5,25.4,82
2023-08-23,3.1,25.1,82
2023-08-24,2.8,25.3,81
2023-08-25,0.1,25.4,75
2023-08-26,0.1,25.0,84
2023-08-27,0.9,25.6,87
2023-08-28,1.6,25.7,85
2023-08-29,4.4,25.6,85
2023-08-30,1.2,25.7,80
2023-08-31,3.0,25.3,83
2023-09-01,0.0,25.8,73
2023-09-02,7.0,24.9,86
2023-09-03,0.4,25.3,78
2023-09-04,3.3,25.4,79
2023-09-05,3.7,25.3,77
2023-09-06,3.2,24.6,79
2023-09-07,8.4,23.7,86
2023-09-08,5.8,24.5,78
2023-09-09,5.3,24.2,81
2023-09-10,4.5,24.8,78
2023-09-11,3.1,24.8,79
2023-09-12,8.4,24.3,85
2023-09-13,6.1,24.7,83
2023-09-14,1.1,25.4,78
2023-09-15,0.6,25.3,78
2023-09-16,1.4,25.1,79
2023-09-17,4.9,25.1,83
2023-09-18,6.4,25.3,83
2023-09-19,10.8,25.0,86
2023-09-20,2.6,25.5,78
2023-09-21,1.6,25.4,77
2023-09-22,2.4,25.3,79
2023-09-23,5.3,25.1,84
2023-09-24,4.6,25.5,82
2023-09-25,0.2,25.9,79
2023-09-26,0.7,25.9,79
2023-09-27,0.3,25.6,75
2023-09-28,0.0,25.5,78
2023-09-29,1.4,25.8,81
2023-09-30,4.9,25.1,82
2023-10-01,1.9,25.2,77
2023-10-02,0.1,25.6,73
2023-10-03,0.2,26.2,73
2023-10-04,3.4,25.7,74
2023-10-05,0.8,26.4,72
2023-10-06,3.6,26.2,78
2023-10-07,3.4,25.9,80
2023-10-08,4.2,26.0,79
2023-10-09,4.1,26.0,76
2023-10-10,0.2,26.0,73
2023-10-11,2.6,25.5,76
2023-10-12,3.2,25.8,76
2023-10-13,3.3,26.5,75
2023-10-14,2.9,26.3,75
2023-10-15,3.2,25.7,74
2023-10-16,1.9,24.8,76
2023-10-17,4.5,25.0,75
2023-10-18,0.3,24.9,77
2023-10-19,3.0,25.5,77
2023-10-20,2.1,25.9,77
2023-10-21,3.4,26.0,78
2023-10-22,2.7,25.8,77
2023-10-23,0.0,25.9,73
2023-10-24,0.1,26.0,74
2023-10-25,0.8,26.1,74
2023-10-26,0.2,27.0,72
2023-10-27,1.2,27.2,76
2023-10-28,1.2,27.1,71
2023-10-29,1.7,26.4,72
2023-10-30,0.3,26.4,69
2023-10-31,0.3,26.7,70
2023-11-01,0.4,27.3,72
2023-11-02,0.9,27.4,75
2023-11-03,1.4,27.1,76
2023-11-04,2.5,27.1,76
2023-11-05,0.6,27.2,76
2023-11-06,1.1,27.2,73
2023-11-07,5.2,26.4,77
2023-11-08,5.4,26.6,75
2023-11-09,1.3,27.0,69
2023-11-10,1.0,26.8,70
2023-11-11,0.1,27.2,65
2023-11-12,0.6,26.9,66
2023-11-13,0.1,27.0,70
2023-11-14,3.1,27.0,78
2023-11-15,3.4,27.2,76
2023-11-16,2.1,27.2,74
2023-11-17,0.4,27.2,72
2023-11-18,0.4,27.7,70
2023-11-19,1.7,27.4,73
2023-11-20,2.0,27.2,73
2023-11-21,2.4,26.8,75
2023-11-22,2.1,26.9,73
2023-11-23,0.2,27.4,67
2023-11-24,0.0,27.5,66
2023-11-25,0.0,27.1,65
2023-11-26,0.4,27.6,58
2023-11-27,12.9,25.3,83
2023-11-28,6.2,26.1,78
2023-11-29,0.0,26.4,71
2023-11-30,0.5,26.3,79
2023-12-01,0.2,27.0,74
2023-12-02,1.0,26.9,77
2023-12-03,4.0,26.8,82
2023-12-04,2.5,26.4,82
2023-12-05,1.8,26.8,77
2023-12-06,2.9,26.2,77
2023-12-07,3.3,26.4,77
2023-12-08,4.0,27.1,74
2023-12-09,1.7,27.4,71
2023-12-10,0.5,27.3,68
2023-12-11,2.3,26.2,77
2023-12-12,0.0,27.5,69
2023-12-13,0.9,26.9,71
2023-12-14,2.3,26.8,72
2023-12-15,3.0,27.1,74
2023-12-16,0.1,26.6,76
2023-12-17,0.5,26.9,76
2023-12-18,5.7,26.6,79
2023-12-19,60.7,25.5,87
2023-12-20,14.2,25.8,88
2023-12-21,10.6,26.5,83
2023-12-22,1.2,26.8,78
2023-12-23,2.2,26.2,83
2023-12-24,2.4,26.3,83
2023-12-25,1.8,27.1,79
2023-12-26,3.3,26.8,85
2023-12-27,1.1,27.2,81
2023-12-28,0.0,27.2,76
2023-12-29,0.6,26.7,76
2023-12-30,0.0,27.3,72
2023-12-31,1.6,27.3,79
2024-01-01,3.2,26.4,83
2024-01-02,1.8,26.3,83
2024-01-03,0.8,27.2,79
2024-01-04,1.1,27.5,77
2024-01-05,0.8,27.5,78
2024-01-06,0.5,27.7,76
2024-01-07,0.0,27.8,73
2024-01-08,1.4,27.7,74
2024-01-09,0.9,28.0,73
2024-01-10,6.7,27.3,75
2024-01-11,2.5,26.2,81
2024-01-12,0.1,27.1,74
2024-01-13,3.3,26.3,80
2024-01-14,0.4,27.2,76
2024-01-15,0.2,28.0,67
2024-01-16,0.5,27.6,70
2024-01-17,0.2,27.4,73
2024-01-18,1.0,27.2,77
2024-01-19,1.1,27.3,78
2024-01-20,0.6,28.0,74
2024-01-21,0.6,28.3,71
2024-01-22,0.5,28.7,71
2024-01-23,0.4,28.6,73
2024-01-24,1.4,28.3,74
2024-01-25,1.7,28.0,74
2024-01-26,1.8,27.8,78
2024-01-27,1.6,28.0,76
2024-01-28,4.9,27.7,78
2024-01-29,1.7,27.2,79
2024-01-30,0.2,27.8,73
2024-01-31,0.0,27.6,71
2024-02-01,2.7,27.3,77
2024-02-02,0.5,28.5,67
2024-02-03,0.2,28.7,65
2024-02-04,0.2,28.7,67
2024-02-05,1.0,28.4,72
2024-02-06,1.3,27.7,77
2024-02-07,1.5,28.4,74
2024-02-08,1.4,28.7,72
2024-02-09,2.3,28.1,73
2024-02-10,0.5,29.5,63
2024-02-11,6.9,27.0,79
2024-02-12,6.1,27.5,78
2024-02-13,6.0,27.4,81
2024-02-14,2.3,27.2,84
2024-02-15,16.8,26.7,85
2024-02-16,4.2,26.2,86
2024-02-17,10.1,27.1,85
2024-02-18,7.1,26.5,88
2024-02-19,1.6,27.6,85
2024-02-20,2.4,27.8,83
2024-02-21,6.1,26.6,86
2024-02-22,4.8,27.4,83
2024-02-23,5.2,26.6,84
2024-02-24,3.9,27.1,82
2024-02-25,16.7,26.4,85
2024-02-26,2.2,27.8,73
2024-02-27,12.9,26.3,84
2024-02-28,16.9,26.1,86
2024-02-29,0.1,27.0,84
2024-03-01,0.2,27.7,80
2024-03-02,0.3,28.2,81
2024-03-03,2.2,27.7,82
2024-03-04,0.0,28.4,74
2024-03-05,5.4,27.5,81
2024-03-06,2.7,27.4,83
2024-03-07,3.1,28.1,78
2024-03-08,0.8,28.6,71
2024-03-09,11.8,26.8,85
2024-03-10,10.2,27.0,80
2024-03-11,0.5,27.9,77
2024-03-12,4.4,27.2,86
2024-03-13,6.0,27.1,86
2024-03-14,3.8,26.8,88
2024-03-15,1.2,28.2,77
2024-03-16,2.5,28.0,80
2024-03-17,3.3,27.4,84
2024-03-18,2.3,27.5,86
2024-03-19,2.6,28.4,77
2024-03-20,0.0,28.5,71
2024-03-21,4.1,27.4,81
2024-03-22,2.8,27.0,81
2024-03-23,2.9,27.6,78
2024-03-24,1.9,27.0,80
2024-03-25,0.8,27.2,81
2024-03-26,1.4,27.8,81
2024-03-27,13.5,26.5,88
2024-03-28,3.1,27.3,85
2024-03-29,15.0,27.6,82
2024-03-30,13.9,26.8,87
2024-03-31,1.5,27.1,84
2024-04-01,2.2,27.1,85
2024-04-02,1.6,27.6,83
2024-04-03,2.7,27.6,85
2024-04-04,11.7,26.2,89
2024-04-05,0.5,26.9,83
2024-04-06,1.3,27.2,82
2024-04-07,1.2,27.6,80
2024-04-08,1.4,27.6,80
2024-04-09,26.4,26.5,86
2024-04-10,2.4,26.3,89
2024-04-11,0.9,27.3,84
2024-04-12,2.3,27.3,85
2024-04-13,2.1,27.1,85
2024-04-14,2.4,27.1,84
2024-04-15,8.8,26.6,86
2024-04-16,9.0,26.6,88
2024-04-17,0.2,27.4,83
2024-04-18,0.6,27.5,83
2024-04-19,0.5,27.1,86
2024-04-20,1.8,26.4,86
2024-04-21,6.9,26.7,83
2024-04-22,3.7,27.1,85
2024-04-23,1.5,27.1,85
2024-04-24,1.5,27.4,81
2024-04-25,0.0,28.2,74
2024-04-26,5.7,27.4,80
2024-04-27,5.3,27.5,80
2024-04-28,18.3,25.8,87
2024-04-29,5.7,26.5,82
2024-04-30,0.6,27.9,74
2024-05-01,0.8,27.3,79
2024-05-02,0.7,27.0,82
2024-05-03,3.0,27.8,76
2024-05-04,4.6,27.3,78
2024-05-05,3.3,27.3,78
2024-05-06,6.8,26.7,84
2024-05-07,9.5,26.1,88
2024-05-08,6.7,26.2,87
2024-05-09,4.9,26.3,85
2024-05-10,1.2,26.7,81
2024-05-11,0.0,26.4,83
2024-05-12,0.0,26.7,78
2024-05-13,1.1,26.2,84
2024-05-14,1.4,26.5,86
2024-05-15,2.6,26.2,87
2024-05-16,0.9,26.6,81
2024-05-17,12.2,25.4,87
2024-05-18,4.8,25.9,88
2024-05-19,5.7,25.3,90
2024-05-20,0.9,25.6,85
2024-05-21,9.0,26.2,83
2024-05-22,5.3,26.3,80
2024-05-23,7.5,25.9,82
2024-05-24,3.9,26.0,80
2024-05-25,0.2,27.4,71
2024-05-26,2.0,26.2,79
2024-05-27,3.4,25.6,82
2024-05-28,8.2,25.8,84
2024-05-29,5.2,25.3,86
2024-05-30,3.6,25.0,88
2024-05-31,0.7,25.5,82
2024-06-01,2.5,25.7,83
2024-06-02,6.9,26.0,82
2024-06-03,7.7,25.5,85
2024-06-04,5.2,25.4,87
2024-06-05,3.4,25.6,85
2024-06-06,6.4,26.0,80
2024-06-07,8.9,25.9,85
2024-06-08,6.2,26.0,83
2024-06-09,5.6,25.9,82
2024-06-10,0.6,26.6,71
2024-06-11,3.7,25.5,83
2024-06-12,3.0,26.0,80
2024-06-13,5.8,25.9,82
2024-06-14,23.8,25.1,85
2024-06-15,39.1,24.6,88
2024-06-16,7.6,25.7,76
2024-06-17,1.8,25.6,74
2024-06-18,2.1,25.3,77
2024-06-19,3.9,25.5,80
2024-06-20,4.2,24.6,85
2024-06-21,11.7,24.4,87
2024-06-22,11.0,24.9,86
2024-06-23,7.4,25.2,82
2024-06-24,5.7,24.7,85
2024-06-25,7.0,24.5,86
2024-06-26,3.2,25.2,80
2024-06-27,0.7,24.6,83
2024-06-28,0.3,24.5,81
2024-06-29,0.0,24.4,79
2024-06-30,1.4,24.1,84
2024-07-01,0.3,24.6,79
2024-07-02,8.8,24.1,85
2024-07-03,7.0,24.5,83
2024-07-04,4.3,24.8,78
2024-07-05,13.5,24.1,87
2024-07-06,22.9,24.3,90
2024-07-07,5.4,24.1,88
2024-07-08,1.9,24.1,87
2024-07-09,6.4,24.1,88
2024-07-10,4.7,25.3,79
2024-07-11,7.9,24.4,80
2024-07-12,11.8,24.8,81
2024-07-13,3.6,24.4,77
2024-07-14,3.2,25.2,75
2024-07-15,4.0,24.9,77
2024-07-16,0.6,25.3,73
2024-07-17,2.4,25.1,76
2024-07-18,2.1,24.6,78
2024-07-19,1.1,24.8,75
2024-07-20,11.7,22.8,86
2024-07-21,5.1,23.5,82
2024-07-22,5.6,24.4,77
2024-07-23,0.4,24.8,71
2024-07-24,2.1,24.4,74
2024-07-25,2.8,24.1,80
2024-07-26,0.4,25.3,69
2024-07-27,2.1,25.2,76
2024-07-28,2.9,25.3,80
2024-07-29,5.6,24.9,84
2024-07-30,1.3,24.8,82
2024-07-31,2.5,24.5,81
2024-08-01,2.5,24.5,76
2024-08-02,4.1,24.5,76
2024-08-03,5.9,24.3,79
2024-08-04,7.2,24.1,81
2024-08-05,1.1,24.9,72
2024-08-06,2.2,24.1,78
2024-08-07,1.5,24.3,76
2024-08-08,2.9,24.2,80
2024-08-09,1.0,24.2,76
2024-08-10,0.0,23.5,76
2024-08-11,0.5,24.4,83
2024-08-12,0.3,25.5,79
2024-08-13,0.1,25.7,76
2024-08-14,1.9,25.4,73
2024-08-15,1.6,24.9,74
2024-08-16,1.1,25.0,70
2024-08-17,3.0,24.6,69
2024-08-18,5.0,23.8,80
2024-08-19,5.6,24.0,82
2024-08-20,4.9,24.4,79
2024-08-21,3.1,24.6,83
2024-08-22,4.0,25.1,78
2024-08-23,4.8,24.7,78
2024-08-24,2.7,24.6,76
2024-08-25,2.5,24.6,73
2024-08-26,0.3,24.9,75
2024-08-27,3.4,23.8,83
2024-08-28,6.5,23.9,80
2024-08-29,3.8,24.4,76
2024-08-30,1.3,24.5,75
2024-08-31,4.5,24.0,76
2024-09-01,3.2,24.0,77
2024-09-02,1.3,24.4,74
2024-09-03,0.7,24.2,74
2024-09-04,0.7,25.2,67
2024-09-05,0.0,25.2,67
2024-09-06,1.8,24.6,77
2024-09-07,3.0,24.8,79
2024-09-08,9.8,23.1,87
2024-09-09,4.2,24.7,75
2024-09-10,3.6,24.7,73
2024-09-11,3.1,24.1,78
2024-09-12,3.8,24.5,75
2024-09-13,3.5,24.3,79
2024-09-14,3.8,24.5,78
2024-09-15,5.3,24.4,80
2024-09-16,0.8,25.0,74
2024-09-17,1.8,24.3,81
2024-09-18,1.2,25.0,75
2024-09-19,1.5,25.0,74
2024-09-20,1.6,24.8,76
2024-09-21,0.1,25.3,71
2024-09-22,3.2,24.9,78
2024-09-23,0.8,25.2,77
2024-09-24,0.8,25.3,74
2024-09-25,1.9,24.9,75
2024-09-26,1.2,25.2,72
2024-09-27,2.0,25.0,78
2024-09-28,3.0,25.5,80
2024-09-29,2.4,25.6,78
2024-09-30,2.6,25.1,73
2024-10-01,1.2,24.5,76
2024-10-02,4.0,24.9,80
2024-10-03,2.9,25.4,79
2024-10-04,0.3,25.6,73
2024-10-05,0.6,25.5,73
2024-10-06,0.0,24.8,73
2024-10-07,0.5,25.4,75
2024-10-08,0.1,26.0,71
2024-10-09,0.0,26.3,71
2024-10-10,1.4,26.1,76
2024-10-11,0.1,26.2,70
2024-10-12,0.8,26.7,69
2024-10-13,1.1,26.6,73
2024-10-14,1.1,26.1,74
2024-10-15,1.7,25.7,76
2024-10-16,2.3,25.9,76
2024-10-17,0.0,26.7,70
2024-10-18,0.4,26.5,73
2024-10-19,1.4,26.6,70
2024-10-20,0.8,26.7,69
2024-10-21,1.6,26.5,71
2024-10-22,0.6,26.2,70
2024-10-23,1.4,25.6,74
2024-10-24,1.2,26.2,69
2024-10-25,0.3,26.5,68
2024-10-26,2.0,26.5,71
2024-10-27,1.7,27.0,76
2024-10-28,1.9,26.4,75
2024-10-29,1.0,26.1,72
2024-10-30,1.3,26.1,69
2024-10-31,1.1,26.7,72
2024-11-01,0.7,26.6,73
2024-11-02,0.7,26.4,70
2024-11-03,0.1,26.4,68
2024-11-04,0.1,26.7,61
2024-11-05,5.1,26.3,71
2024-11-06,3.1,26.2,73
2024-11-07,1.6,26.1,74
2024-11-08,3.9,26.3,78
2024-11-09,3.7,26.0,80
2024-11-10,1.4,26.2,77
2024-11-11,1.1,26.2,76
2024-11-12,2.3,26.4,76
2024-11-13,1.0,26.8,71
2024-11-14,2.5,26.5,72
2024-11-15,1.3,26.7,67
2024-11-16,1.6,26.4,72
2024-11-17,4.2,26.4,74
2024-11-18,3.1,26.3,73
2024-11-19,1.0,26.7,72
2024-11-20,1.3,26.8,75
2024-11-21,1.0,26.8,75
2024-11-22,0.6,27.1,75
2024-11-23,0.2,27.4,72
2024-11-24,0.4,27.7,70
2024-11-25,0.9,27.8,68
2024-11-26,0.7,27.3,68
2024-11-27,0.6,27.2,67
2024-11-28,2.0,27.0,70
2024-11-29,0.6,27.2,69
2024-11-30,0.0,27.5,61
2024-12-01,2.8,27.1,71
2024-12-02,3.2,25.9,81
2024-12-03,3.2,26.3,79
2024-12-04,2.8,26.2,77
2024-12-05,2.4,26.6,72
2024-12-06,4.5,26.2,75
2024-12-07,3.2,26.2,77
2024-12-08,2.0,26.4,77
2024-12-09,0.4,27.0,68
2024-12-10,1.5,27.2,66
2024-12-11,1.9,27.5,72
2024-12-12,3.1,27.4,75
2024-12-13,1.4,27.3,72
2024-12-14,3.2,27.0,74
2024-12-15,3.5,26.6,79
2024-12-16,3.1,27.2,79
2024-12-17,1.2,27.5,75
2024-12-18,1.3,27.4,78
2024-12-19,5.0,26.7,80
2024-12-20,2.9,26.9,77
2024-12-21,2.7,26.8,79
2024-12-22,2.7,27.2,76
2024-12-23,0.7,27.2,70
2024-12-24,1.6,27.0,74
2024-12-25,1.6,27.0,71
2024-12-26,0.1,27.2,66
2024-12-27,1.6,27.3,69
2024-12-28,3.5,26.7,79
2024-12-29,3.8,27.1,75
2024-12-30,2.1,27.0,78
2024-12-31,2.3,27.0,79
2025-01-01,3.7,27.0,77
2025-01-02,2.3,27.0,77
2025-01-03,1.3,27.2,77
2025-01-04,3.6,27.2,81
2025-01-05,3.8,27.4,79
2025-01-06,3.9,27.0,79
2025-01-07,1.5,27.3,74
2025-01-08,0.0,27.5,70
2025-01-09,1.0,28.1,73
2025-01-10,1.8,27.7,77
2025-01-11,1.3,27.7,76
2025-01-12,10.2,26.3,84
2025-01-13,3.1,25.7,87
2025-01-14,5.5,26.2,85
2025-01-15,0.4,27.3,74
2025-01-16,0.6,26.9,77
2025-01-17,0.9,26.8,74
2025-01-18,0.6,27.4,71
2025-01-19,5.3,26.2,81
2025-01-20,1.9,26.9,78
2025-01-21,2.3,27.5,76
2025-01-22,2.3,27.4,73
2025-01-23,2.0,27.2,71
2025-01-24,0.9,27.7,69
2025-01-25,3.4,26.6,78
2025-01-26,10.6,25.7,83
2025-01-27,12.3,25.8,87
2025-01-28,17.3,25.5,87
2025-01-29,2.5,25.6,86
2025-01-30,3.7,26.8,79
2025-01-31,0.2,27.4,72
2025-02-01,4.3,26.7,78
2025-02-02,0.1,27.4,76
2025-02-03,4.8,26.9,78
2025-02-04,13.4,24.8,87
2025-02-05,23.3,24.6,90
2025-02-06,14.5,25.2,89
2025-02-07,1.4,26.8,75
2025-02-08,1.6,26.3,79
2025-02-09,2.1,26.7,79
2025-02-10,0.5,27.4,73
2025-02-11,3.1,26.8,78
2025-02-12,2.3,27.1,74
2025-02-13,0.5,27.0,75
2025-02-14,1.5,27.1,75
2025-02-15,1.8,26.6,79
2025-02-16,7.1,26.4,83
2025-02-17,2.3,27.1,76
2025-02-18,0.7,27.2,76
2025-02-19,3.2,26.8,80
2025-02-20,1.7,27.5,75
2025-02-21,0.5,27.8,71
2025-02-22,1.8,27.3,76
2025-02-23,2.2,27.3,74
2025-02-24,0.8,27.9,68
2025-02-25,2.5,27.1,73
2025-02-26,0.6,28.0,70
2025-02-27,6.9,26.4,83
2025-02-28,5.8,26.3,82
2025-03-01,4.4,26.7,76
2025-03-02,4.4,26.4,81
2025-03-03,6.0,26.2,83
2025-03-04,2.6,27.2,74
2025-03-05,1.0,27.6,71
2025-03-06,4.8,26.8,79
2025-03-07,9.3,25.8,85
2025-03-08,4.0,26.4,81
2025-03-09,7.1,26.6,80
2025-03-10,2.8,27.1,78
2025-03-11,2.2,27.2,75
2025-03-12,3.4,26.8,80
2025-03-13,2.6,26.8,79
2025-03-14,10.9,25.9,85
2025-03-15,4.8,26.2,85
2025-03-16,12.9,25.8,87
2025-03-17,2.7,26.3,83
2025-03-18,0.6,27.1,77
2025-03-19,0.4,27.9,72
2025-03-20,0.1,28.4,72
2025-03-21,0.6,28.5,70
2025-03-22,0.8,28.1,69
2025-03-23,0.2,28.3,64
2025-03-24,1.3,27.8,65
2025-03-25,1.5,27.5,71
2025-03-26,0.2,28.5,64
2025-03-27,3.4,26.6,82
2025-03-28,2.8,26.4,83
2025-03-29,1.2,27.8,71
2025-03-30,2.3,27.4,75
2025-03-31,1.9,28.2,69
2025-04-01,3.9,26.8,77
2025-04-02,8.5,25.5,87
2025-04-03,0.6,26.9,78
2025-04-04,2.8,27.6,70
2025-04-05,3.2,28.0,70
2025-04-06,6.0,26.9,79
2025-04-07,1.9,27.0,74
2025-04-08,2.1,26.6,81
2025-04-09,1.5,27.3,79
2025-04-10,0.4,28.0,74
2025-04-11,0.6,27.6,81
2025-04-12,3.0,27.7,80
2025-04-13,1.5,27.7,76
2025-04-14,1.5,27.6,77
2025-04-15,3.8,28.0,74
2025-04-16,0.0,28.5,66
2025-04-17,0.4,28.2,68
2025-04-18,0.1,28.8,62
2025-04-19,1.3,28.0,71
2025-04-20,5.5,26.9,81
2025-04-21,1.1,26.9,84
2025-04-22,0.8,27.6,75
2025-04-23,1.7,27.3,75
2025-04-24,6.1,27.0,77
2025-04-25,2.8,27.1,79
2025-04-26,1.4,27.5,76
2025-04-27,0.0,28.4,65
2025-04-28,0.0,28.4,70
2025-04-29,0.8,28.3,71
2025-04-30,0.0,28.1,68
2025-05-01,1.8,27.3,71
2025-05-02,0.5,27.8,67
2025-05-03,0.7,27.5,73
2025-05-04,2.3,27.5,72
2025-05-05,1.0,27.2,76
2025-05-06,1.4,26.8,78
2025-05-07,0.5,28.2,67
2025-05-08,0.5,28.1,69
2025-05-09,3.0,27.7,73
2025-05-10,3.1,27.5,72
2025-05-11,0.6,27.0,76
2025-05-12,0.7,27.4,71
2025-05-13,3.2,26.8,71
2025-05-14,14.5,25.7,80
2025-05-15,63.2,24.5,92
2025-05-16,16.5,24.9,88
2025-05-17,6.8,26.8,74
2025-05-18,19.7,24.9,89
2025-05-19,18.8,25.1,87
2025-05-20,34.6,24.6,91
2025-05-21,36.4,24.3,93
2025-05-22,2.0,25.6,83
2025-05-23,3.1,25.4,87
2025-05-24,9.2,25.5,86
2025-05-25,6.7,25.7,80
2025-05-26,4.6,25.5,82
2025-05-27,5.0,25.1,86
2025-05-28,4.0,25.6,84
2025-05-29,2.3,26.5,78
2025-05-30,4.1,25.3,87
2025-05-31,1.9,25.2,85
2025-06-01,2.3,25.4,83
2025-06-02,3.7,25.7,80
2025-06-03,5.7,25.6,79
2025-06-04,11.1,24.5,88
2025-06-05,4.7,25.1,87
2025-06-06,2.2,25.3,85
2025-06-07,5.5,24.9,87
2025-06-08,2.9,25.4,85
2025-06-09,1.7,25.2,87
2025-06-10,2.4,25.1,86
2025-06-11,2.5,26.1,77
2025-06-12,2.2,25.0,83
2025-06-13,3.4,25.7,77
2025-06-14,12.4,24.3,86
2025-06-15,4.0,25.4,80
2025-06-16,0.1,26.2,72
2025-06-17,9.9,24.9,83
2025-06-18,8.1,24.8,83
2025-06-19,16.1,24.6,86
2025-06-20,8.4,25.1,83
2025-06-21,3.6,25.8,78
2025-06-22,3.4,24.8,87
2025-06-23,5.0,24.9,86
2025-06-24,2.9,25.6,84
2025-06-25,4.0,25.5,82
2025-06-26,14.8,25.1,80
2025-06-27,13.0,24.0,90
2025-06-28,18.3,24.4,88
2025-06-29,16.9,23.7,91
2025-06-30,4.5,24.4,88
2025-07-01,11.3,24.0,88
2025-07-02,8.1,24.3,81
2025-07-03,5.9,23.5,84
2025-07-04,1.9,24.6,80
2025-07-05,0.0,24.5,79
2025-07-06,0.6,24.6,81
2025-07-07,2.4,24.8,81
2025-07-08,5.3,24.5,80
2025-07-09,6.0,23.6,85
2025-07-10,9.2,23.6,88
2025-07-11,14.4,24.2,82
2025-07-12,5.6,23.4,83
2025-07-13,2.4,23.7,83
2025-07-14,6.7,24.0,84
2025-07-15,4.6,24.3,82
2025-07-16,0.3,23.6,81
2025-07-17,1.6,23.7,84
2025-07-18,1.1,24.5,82
2025-07-19,8.3,24.1,87
2025-07-20,6.0,24.0,85
2025-07-21,0.3,24.2,80
2025-07-22,2.4,24.0,85
2025-07-23,6.8,24.3,88
2025-07-24,3.6,25.0,80
2025-07-25,2.5,24.2,77
2025-07-26,1.4,24.3,77
2025-07-27,7.0,24.3,83
2025-07-28,20.1,24.3,89
2025-07-29,5.0,24.5,86
2025-07-30,0.4,25.3,79
2025-07-31,2.4,25.2,78
2025-08-01,2.8,24.3,84
2025-08-02,4.4,24.4,83
2025-08-03,9.8,23.8,86
2025-08-04,15.2,23.5,89
2025-08-05,5.8,23.7,88
2025-08-06,2.0,25.0,77
2025-08-07,2.3,24.3,82
2025-08-08,1.4,24.2,84
2025-08-09,4.6,24.2,86
2025-08-10,0.5,25.2,82
2025-08-11,2.0,25.0,85
2025-08-12,1.8,24.1,85
2025-08-13,0.3,25.5,71
2025-08-14,6.9,24.3,85
2025-08-15,37.4,23.7,91
2025-08-16,7.3,23.9,84
2025-08-17,2.4,24.6,72
2025-08-18,1.7,24.4,74
2025-08-19,5.5,23.4,83
2025-08-20,6.1,23.6,85
2025-08-21,4.9,24.3,82
2025-08-22,3.9,24.4,77
2025-08-23,1.8,23.9,79
2025-08-24,1.5,25.0,77
2025-08-25,3.2,24.7,79
2025-08-26,1.0,25.0,73
2025-08-27,1.5,24.6,79
2025-08-28,5.1,24.1,82
2025-08-29,7.5,24.0,82
2025-08-30,8.5,23.4,85
2025-08-31,16.1,24.5,82
2025-09-01,3.0,25.1,76
2025-09-02,6.2,24.2,81
2025-09-03,5.0,24.1,80
2025-09-04,9.3,24.0,83
2025-09-05,7.8,24.1,86
2025-09-06,5.4,25.1,80
2025-09-07,4.6,24.6,79
2025-09-08,5.6,23.4,88
2025-09-09,1.3,25.0,77
2025-09-10,0.2,25.1,78
2025-09-11,1.1,25.1,78
2025-09-12,1.5,24.6,80
2025-09-13,1.5,25.0,76
2025-09-14,0.1,25.6,70
2025-09-15,1.3,25.5,71
2025-09-16,0.8,25.6,71
2025-09-17,3.6,25.1,76
2025-09-18,3.2,25.2,75
2025-09-19,5.0,24.9,75
2025-09-20,3.7,25.2,78
2025-09-21,6.1,25.1,79
2025-09-22,2.3,25.3,79
2025-09-23,1.8,25.9,74
2025-09-24,6.7,25.4,78
2025-09-25,3.0,25.2,76
